"published_date","published_platform","rating","type","helpful_votes","title","text"
"2014-04-09T12:53:32-04:00","Desktop","5","review","2","A must see!","Visiting Harvard was on my bucket-list. They have a visitors center that offers tours every hour on the hour. That was perfect! Our student tour guide was very knowledgeable and took us all across the campus. We learned quite a bit of history and information about the school and the community. Being from the south, Ivy League schools appear so distant and unobtainable, but the feel of the environment made you feel that anything is possible with hard work. I'd definitely recommend the tour and recommend walking around Harvard Square. They have tons of shops and restaurants to visit. The T rail stops right at the front gate too. Also visit the student-ran book store too. They have way cheaper prices that others."
"2014-04-08T11:15:01-04:00","Desktop","3","review","1","Really?  Why Bother?","Maybe it's because I've lived near Harvard for 25 years.  Maybe it's because the institution has been coasting on its reputation for a century.  Maybe it's because I read one story after another in the local papers about its attempts to manipulate the community.  But there's not that much to see here.  Harvard's grounds are not that attractive -- not nearly so as any of a hundred campuses across the country.  One can listen to the stories of past notables.  Or one can consider the embarrassments of the current institution -- the B-School which helped drag down the economy, the Ed-School which has mucked up the system of public education in this country. 

Want to go for a place for a nice walk?  Try the Fresh Pond Reservoir, the Minuteman Bike Trial, the Charles River trails, or the Mt. Auburn Cemetery.  Wander around a bit at Harvard if you want to see some stodgy, rather unattractive buildings, but god help you if you spend money for a tour. Does Harvard need $10 to promote its mythology when it has a $30 billion endowment?  I think not."
"2014-04-06T14:08:20-04:00","Desktop","4","review","0","the US version of Oxford","the setting by Charles River helps, as did the sunshine today, but the money clearly lavished on restoring tower tops pays off as the scenery as one drives around the University is attractive. Liked Mr Harvard and his gold shoe which duly touched."
"2014-04-04T17:34:18-04:00","Desktop","4","review","0","Great walking tour of Harvard","We completed a terrific tour of Harvard University.  Hannah a student at the uni was our tour guide and explained the history of the place and answered all questions with great expansion.  Some fantastic historical buildings throughout the grounds.  Good to see where 'Facebook' was created!!  If you do the Boston Duck tour, there is no additional fee for the tour.
Easy to get to via the subway and worth the trip if you have some time to spare in Boston."
"2014-04-04T09:52:21-04:00","Desktop","5","review","0","Hahvahd Tour","We shunned the free tour and opted for the Hahvahd Tour run by students - cost $10 per person and worth it too! Our tour guide Pryanka was excellent. She had a great insight into the history of the University and mixed fact with myth in a very entertaining way.

The free map provided with the tour points you into the excellent delights the surrounding streets have to offer. We happily spent a whole day in the area."
"2014-04-02T13:46:56-04:00","Desktop","4","review","0","Quick visit","I took the subway to the campus, It was quite convenient. Had a walk around the square as well. You won't be able to go inside the library though."
"2014-04-01T12:09:26-04:00","Desktop","5","review","0","American dream","Definiely the place you want to visit when you go in Boston. Some free tours are organised around campus some mornigs ( I did mine during the summer). Visit the place were the leaders of tomorrow's are getting train!
Also don't forget to touch the foot of the statue as it gives you luck"
"2014-03-27T06:59:47-04:00","Desktop","5","review","0","beautiful place","The Harvard University Campus is such a nice place to visit with nice gardens and old buildings. Everything is clean and neat."
"2014-03-22T00:22:00-04:00","Desktop","5","review","1","Every student shall see it","Harvard is not only one of the oldest but also the best university in the world, so every student shall see it if they visit Cambridge. The Harvard Yard represents the historic and traditional side of Harvard, while the campus behind is the center of knowledge and research. Many libraries with different names and functions are located in the yard and the campus, so if you have time, you should pay a visit there. Labs and museums are also impressive"
"2014-03-16T11:33:46-04:00","Desktop","4","review","0","Historic Campus","Harvard Yard is the historic center of Harvard University. The buildings are very impressive. Their are a lot of very good colleges that could fit their entire campus in Harvard Yard - which is now just a small part of the total Harvard University presence in Cambridge, MA."
"2014-03-12T23:00:25-04:00","Desktop","5","review","3","What a joy","Stroll around the yard.  Take pictures of the tourists taking pictures. Visit the statue of the three lies - which has become a cult object. Soak in the ambiance. Read the quote by Emerson on the philosophy building."
"2014-03-12T12:06:37-04:00","Desktop","4","review","0","a rich stroll","Walking through Harvard Yard is an oasis from the city.  The grand old structures covered in ivy, the  old trees, and the overall feeling of hope."
"2014-03-05T18:47:33-05:00","Desktop","5","review","0","Harvard is the dream University !","We took the walking tour in Harvard.  There was so much to see and learn about this University.  We walked around for almost two hours everything was so interesting.  We finished the tour at a souvenir store."
"2014-02-27T14:57:12-05:00","Desktop","5","review","0","Impressive Historical Institution","We got a private tour from the young man we are acquainted with there, so got to see things others wouldn't have.  The dining hall is the most impressive place of all. It's like a massive cathederal.  We viewed the entire sports complex, saw the dorms, statue of John Harvard and the classroom buildings.  Very impressive and beautiful grounds even in the winter. "
"2014-02-26T09:06:50-05:00","Desktop","3","review","0","Get your photo rubbing John Harvard's shoe","It doesn't matter what time of day you walk through the yard. 7am, 11pm, -15 degrees outside, 100 degrees, doesn't mater. People will be taking their picture with John Harvard and his foot. So don't feel like you won't fit in because you're not a college student, you'll be right at home in the yard. 

I think tours leave hourly from the Holyoke Center, you can always just join one going on while you're walking by!"
"2014-02-23T11:38:32-05:00","Desktop","4","review","1","Take the free tour","We stopped in to see Harvard and were pleased to find out that the students union offers free tours of Harvard Yard. It gave us some of the history of the place. It was a very interesting way to spend the hour. For shopping go to the co-op for clothes and souvenirs. Their is a separate co-op that is an excellent bookstore. Try to stop in both stores."
"2014-02-19T06:03:12-05:00","Desktop","5","review","0","Harvard, I came, I saw ....","Finally we were at Harvard, the dream educational institute for academics all over the world! We went thorugh the website and they had during summer only one info session a day but no apopintments were necessary. Arriving the prestigiouis hall was a bit of a trouble as the campus is huge with many competing buildings but this one is Church shaped and cannot be missed."
"2014-02-11T23:23:24-05:00","Desktop","3","review","1","It is Harvard...","America's oldest and arguably most famous university located just outside Boston Massachusetts has a cozy campus with a rich history.  The area is nice and quiet, but one would expect more from the campus.  Other campuses have more to offer visitors and I would imagine students and faculty.  I am a big fan of architecture and unique buildings, but there was not much to offer.  Maybe the university is steep in the tradition and history and keep true to that identity which I can appreciate.  I am sure if I spent more time in the area I would find the appeal, but first impressions leave with the overrated label."
"2014-02-05T10:47:10-05:00","Desktop","5","review","0","Love Story","In good weather, head hear to check out the campus and see where Love Story was filmed.  Remember that movie?"
"2014-02-05T10:46:04-05:00","Desktop","5","review","0","HARVARD... The name speaks for itself.","This is the quintessential university in the country.  The campus is fantastic, Harvard Square is picturesque and fun with all the shops.  A great place to wander around in good weather.  Of course, a great place to go to school if you're smart enough to get in."
"2014-01-12T17:45:28-05:00","Desktop","5","review","1","Harvard University","The Subway takes you all the way to Harvard from downtown Boston. I took a one hour guided tour by a university student. To hear stories about  J.F. Kennedy and Mark Zuckerberg was well worth the extra $15."
"2014-01-12T15:50:12-05:00","Desktop","5","review","0","A Peaceful Place with History, Charm and Culture","Strolling around the Harvard campus is a wonderful way to get a sense of one of the nation's finest educational institutions. If you have time, check out the glass reproductions of botanical specimens in the Peabody Museum."
"2014-01-04T05:45:01-05:00","Desktop","4","review","0","Great place for a walk-around","The classically styled buildings offer a sensory experience of how it might be to spend study time here.  Harvard Yards is a great place for a stroll, or in summer, a sit on the grass.  Bustles with life even in winter, and the restaurants and cafes are minutes away if you need refreshers
"
"2014-01-03T11:54:31-05:00","Desktop","4","review","0","Nice","Beautiful to walk though, peaceful.  School just started so campus was full of new and old students.  Lots of dreams in their eyes !"
"2014-01-03T06:47:37-05:00","Desktop","4","review","0","Great visit","A stunning campus and a great local town meant we had a really good visit here which is excellent for people watching and just soaking up the atmosphere of this place which is amazing. This must be great for students and an amazing place to study in, the buildings are beautiful and it is very peaceful during December. You can just sit down, close your eyes and imagine what it must be like when in term time. Very pleased we made this visit."
"2014-01-01T18:04:51-05:00","Desktop","5","review","0","Great experience!","I was lucky enough to recently attend a Stephen King speaking engagement on the campus. Absolutely beautiful campus and the architecture is breathtaking. Whether you are attending school, a function or just taking a walk, do yourself a favor and take in all the rich history these grounds have to offer."
"2013-12-29T07:50:49-05:00","Desktop","4","review","0","Nothing like having a pic nion their gardens ...","Grab some food, bring a blanket and enjoy watching people walk by while you eat your lunch or drink your coffee.
Take the time to vsit the archeological site where students are digging and finding the old university setlers.
Enjoy
Moro"
"2013-12-20T12:54:33-05:00","Desktop","5","review","2","Top University worldwide","Just walking around admiring the beautiful surroundings will make you feel energized and optimistic. No sondear Why innovation flourishes among all this brillante minds."
"2013-12-16T06:09:04-05:00","Desktop","4","review","0","Makes you feel clever!","Lovely for a stroll round campus when the leaves are changing.  All the buildings are pretty and you find yourself looking up whilst you’re walking round.  Makes you feel more clever than you are just through having a wander!  There are a few nice shops to look in along the main street of Harvard."
"2013-12-15T19:41:57-05:00","Desktop","5","review","0","I went to Harvard..","Yes I went to Harvard for a visit!!  A walk through the Harvard Yard it well worth doing - we went in late October so the autumn colours added to the sense grandeur of this institution and the grounds.  Students were also on campus as it was term time and there was a sense of things happening when classes finished and students came out of the buildings and moved about the grounds to their next class.  If you have time visit the Memorial Church and stand in front of Widener Library & take in the enormity of this building and of course don't forget to touch the foot on the John Harvard Statue.
There is a walking tour which is conducted by students and is called Hahvahd Tour - it starts from just outside the Harvard T stop - if I had know about this before arriving I would have connected with this tour as it looked like it was fun and informative the couple of times I crossed paths with the tour group on my walk through the campus.  There is a small cost if you join a tour, but just walking through the campus grounds is free."
"2013-12-15T07:32:34-05:00","Desktop","5","review","0","Glad we went","Very elegant establishment with a combination of Architectural styles. I would like to have seen more but fundamentally this is a highly privileged place of education and it certainly looks and feels like one...Glad we've been there to see it."
"2013-12-06T16:56:42-05:00","Desktop","5","review","0","Visit the Yard","A slow walk through Harvard Yard may give you a sense of the quiet, peaceful, intensity of this college.  A visit in the autumn is probably best -- students walking to and from classes, and colored leaves on the many trees.  Rub the toe of John Harvard's boot for luck.  If you have time, arrange before your visit for a tour, guided by one of the current students -- they're knowledgeable, and funny."
"2013-12-05T08:44:36-05:00","Desktop","4","review","1","Get the App!","You need to download the app available via Itunes or Harvard's website.
If you are using Android, download the Boston city guide from Tripadvisor and you will find the Harvard Yard Tour and its great!
Free Wifi available on campus, makes your visit so much more enjoyable and interactive with all the Historic infomation you can find on the App.
Best way to get there is with the T red line, you get off right at Harvard Square. Walking along surrounding streets is also great, nice neighborhood and safe."
"2013-12-02T17:28:17-05:00","Desktop","4","review","0","Nice folliage","It is beautiful all the time but during autumn, it's even better with the leaves turning red and yellow."
"2013-12-02T17:26:35-05:00","Desktop","4","review","0","Feels genius","Harvard yard was so classy and beautiful that just by going there made me feel like a genius."
"2013-11-30T18:36:15-05:00","Desktop","3","review","0","the yard gives people inspiration, the museum of glass flowers is worthwhile to see","I like the colorful chairs in the yard, which can inspired people, but there are not many beautiful building, there is a student canteen which is gorgeous, but it only allows student to enter. As I have a friend who works in Harvard, so I can visit the museum for free, it normally seems costs $12 (you may double check it for sure), but the glass flowers exhibition is really worthwhile to see, the plants were made with glass, but they are so real that you may be unable to tell the difference from the real one just by seeing with eyes."
"2013-11-27T09:55:48-05:00","Desktop","4","review","0","If you're in the area...","...it's on the list of things to see in Boston.  One of America's iconic institution.  We visited one of the original yards, & saw the Statue of the Three Lies, saw some of the older buildings and library.  But the campus is massive...as a Fringe junkie it would have been nice to see the portion they used for filming, but we were part of a larger tour & that wasn't on the agenda. :)"
"2013-11-26T05:12:57-05:00","Desktop","5","review","0","Harvard University","If you plan on visiting Cambridge, don't skip going to Harvard Yard or taking the tour of the campus.  This tour is well worth it.  I had family visit from overseas and this was a staple they wanted to see.  Everyone around the world knows about Harvard University.  The campus is lovely and well worth it."
"2013-11-25T13:21:51-05:00","Desktop","5","review","0","Harvard University","If ever there was a brand name in colleges, Harvard is it. The campus is well worth the visit from ""Harvard Yard"" where the freshmen are housed, to Widener Library, named after a victim of the Titanic, to Memorial Hall, the monument to Harvard men who died (on the Northern side) of the Civil War. The campus stretches along the Charles River with the beautiful Business School across from the Cambridge side. The Fogg Art Museum is closed right now, under renovation but the Peabody Museum of Natural History is open and filled with interesting things. The famous Glass Flowers are found there. Buildings by IM Pei and LeCorbusier can be found as well as those from early architects such as Henry Hobson Richardson. After the visit, wander the stores of Harvard Square and have lunch in one of the many restaurants."
"2013-11-25T13:06:06-05:00","Desktop","5","review","0","Harvard visit and Yard","Since visitors cannot enter Harvard buildings, the best way to taste the spirit of this great university is to visit the yard, its surroundings and Harvard Square."
"2013-11-25T13:03:44-05:00","Desktop","5","review","0","Harvard yard --so lovely..","if you plan to visit Cambridge, don't miss the Harvard Yard. Just to see young people walking around the paths, through beautiful trees and lawns to get to classes and the monumental Widener Library, is exhilarating.  Very easy to reach on the T (public transport.) Guided tours will tell you that the much visited statue of John harvard has nothing to do with the man ! it's charming all the same.
One can combine this visit with another at MIT, or with having a meal around Harvard Square. So time of visit can vary from one to four hours."
"2013-11-25T11:04:26-05:00","Mobile","5","review","1","It is Harvard","Harvard university is different to MIT and Tufts. It does not have a university feel to it but rather you feel like you are in a different city somewhere in Europe. The architecture and the history is quite apparent. It is a must see. I would recommend anytime before October because therevis always something going on which can really enhance your visit. However you cannot you will still enjoy it."
"2013-11-25T10:19:09-05:00","Desktop","1","review","1","Think smart, look smart","Harvard is a large institution with lots to see. Architecture (old and new), outdoor spaces (Harvard yard, Radcliffe yard, area around the law school, etc., the Harvard coop store,  and some fun museums. Get a map, be curious, take a tour and imagine a few hundred years of education taking place…HOw long you stay depends on how interested you are in meandering around an urban campus."
"2013-11-25T07:32:35-05:00","Desktop","5","review","0","Ivy League","The various colleges, museums, and shops span over the Charles River. Trendy filled with Great history and culture"
"2013-11-25T06:34:51-05:00","Desktop","4","review","0","SO MUCH  HISTORY IN  ONE  PLACE","But  You  really  cannot  ""pahk your  cah in Hahvard Yahd""  It is  a  quadrangle of  residence  halls.  Great  for  walking   and  for  walking  your  bike  through.  The  John  Harvard  Statue is  a  popular  photo  op.  "
"2013-11-16T18:31:52-05:00","Desktop","5","review","0","Must see on a visit to Boston and Cambridge","If you go to Boston, you must go to Harvard University.  It is easily accessible by train, but we were driving and had no difficulties getting a park nearby.  I had been before with a tour, so this time we just wandered, and really enjoyed the experience.  Do some reading beforehand about John Harvard, the library which burnt down and the candle story, the massive library just to name a few, and you will appreciate it so much more.  

Full of history and amazing achievement, it is worth a visit for a few hours, and you can finish with a stop at the COOP where you can buy great memorabilia, and a reasonably priced coffee and sandwich at the cafe upstairs, as there isn't much choice in the food department downstairs on the Square."
"2013-11-15T13:02:40-05:00","Desktop","3","review","0","Just another nice university campus","You can't go in any buildings, which is understandable for safety. Your best bet is to take guided tour if you want to hear about any history. T stop is basically under the university."
"2013-11-13T15:30:35-05:00","Desktop","4","review","2","Worth a visit","We were looking for a grand entrance to Harvard.  But we found only a small gate leading to the university.  It was a sunny fall day which made it very pleasant to visit the campus.  The Statue of John Harvard was a popular site for photography.  A mixture of old and new architectures in the campus.  Heard so much about it and well worth a visit while touring Boston."
"2013-11-11T11:09:46-05:00","Desktop","4","review","0","Nice fall visit","Cool brisk weather, fall leaves makes strolling through Harvard a great afternoon activity. It sprawls along a fairly big area. Some students offer a tour and it is a nice option."
"2013-11-09T12:29:58-05:00","Desktop","3","review","1","Harvard Tour- Overall Disappointing","We set out to compare both the Yale and Harvard campus tours within a couple days time. There are a few options for tours of Harvard but we elected the official tour provided by current students. This was apples to apples to the Yale tour we took. 

We were expecting much more from the Harvard tour. Unfortunately, it was rather boring as compared to the Yale tour. Perhaps it was the guide, but there were few fun, interesting historical stories. The tour was so dry, I think we would have had a better experience just roaming on our own. 

Harvard Yard is pretty with nice grassy areas and trees. It had colorful chairs in the center of the grass where students can hang out. There are a lot of historical buildings but the architecture isn't nearly as interesting as that of Yale. It was all just a little disappointing but we are glad we did it. Honestly, the campus is nothing special compared to many other campuses we have attended or explored. 

If we were students comparing the schools and taking the tours, we'd pick Yale hands down. 

Another note, there are no parking lots in the area. You have to use metered parking which is a max of 2 hours and accepts only quarters. If you plan on touring around, you will need to have quarters handy and be ready to make your way back to the meter a few times to add time."
"2013-11-09T12:27:31-05:00","Desktop","3","review","0","Harvard Tour- Just Okay!","We set out to compare both the Yale and Harvard campus tours within a couple days time. There are a few options for tours of Harvard but we elected the official tour provided by current students.  This was apples to apples to the Yale tour we took. 

We were expecting much more from the Harvard tour. Unfortunately, it was rather boring as compared to the Yale tour. Perhaps it was the guide, but there were few fun, interesting historical stories. The tour was so dry, I think we would have had a better experience just roaming on our own. 

Harvard Yard is pretty with nice grassy areas and trees. It had colorful chairs in the center of the grass where students can hang out. There are a lot of historical buildings but the architecture isn't nearly as interesting as that of Yale. It was all just a little disappointing but we are glad we did it. Honestly, the campus is nothing special compared to many other campuses we have attended or explored. 

If we were students comparing the schools and taking the tours, we'd pick Yale hands down. 

Another note, there are no parking lots in the area. You have to use metered parking which is a max of 2 hours and accepts only quarters. If you plan on touring around, you will need to have quarters handy and be ready to make your way back to the meter a few times to add time."
"2013-11-03T00:52:51-04:00","Desktop","5","review","1","Impressive","My girlfriend and I went on a self guided tour of Harvard University at around 10:00 p.m. on Thursday evening, October 3, 2013.  Fortunately, it was not raining.  I must say that it took a while to find parking at Harvard Square, even at this time of night.  In any case, we walked the campus for about an hour and could have easily got lost.  This university is spread out like a small city.  Of course, the buildings here have such architectural beauty.  What surprised me is that the students I spoke with for directions were all so polite.  One even went out of his way to let us into the Harvard Law School library using his student key card.  Apparently this library is open all the time  during school hours.  It was a pleasure to see one of America's finest universities firsthand."
"2013-10-27T15:47:00-04:00","Desktop","5","review","0","I truly enjoyed the Campus","I had the opportunity to visit Harvard during a business travel and I was echanted by the autumn colors of the Harvard Yard. I went on Saturday from Boston, it's well connected via train and next to the Station. The Campus is open to visitors in the common areas and I could visit the church and some open classrooms. Everywhere an incredible quiet and a sense of respect."
"2013-10-27T05:57:47-04:00","Mobile","5","review","0","What is great about America","Just walking on the campus made us feel smarter, and proud.
Harvard University is how I always imagined- structured. Intellectual, momentous. It truly made me realize how wonderful our educational system could and should be.
The campus was buzzing with young, enthusiastic minds, the structures were statuesque, and the grounds beautiful.
The day we went it was cold and breezy. The leaves we're kicking around, which made the experience that much more surreal."
"2013-10-24T17:35:57-04:00","Desktop","5","review","0","Institute of Higher learning","Harvard is very prestigious, both educationally and historically.  It offers opportunities in all professional fields to those who are willing to study hard and apply their skills in and out of this university.  I enjoyed the varied living and adaptive centers for all levels whether family or single.  Harvard offers many benefits for those who achieve a doctorates in their specified fields.  "
"2013-10-24T16:42:12-04:00","Desktop","5","review","0","Great but missed the tour","If you are in the area be sure to catch a tour of the university. We were there on a Sunday and didn't get a tour of the campus and were disappointed. Take the train as parking is horrible and you won't be able to see anything from the car. Lessons learned from our trip!"
"2013-10-23T10:16:26-04:00","Mobile","5","review","0","Excelent visit","I highly recommend while visiting Boston to go see Harvard University. 
As you get off the subway you will see some students from HU are there to offer a free guide while telling some of their personal experiences. This is great. 
You can walk all around the campus and the outsides which are also beautiful. There is a little centre where you can have something to eat or buy Harvard merchandising products.
When you visit is finished i suggest you walk south by the river side right to the Boston University which is also very big and beautiful. The walk by the riverside is beautiful. !! "
"2013-10-20T17:08:25-04:00","Desktop","4","review","1","A nice respite from traffic","Cut off from the noise of the street, the Harvard Yard allowed us to walk diagonally through campus and view the students assembled in brightly colored chairs engaging in conversation or reading."
"2013-10-20T17:01:22-04:00","Desktop","4","review","1","A nice stroll through Harvard Yard","On our way from the Red Line station we strolled through Harvard yard where many colored chairs were available for group sessions.  We went on to visit the Semitic and the Peabody museums as well as the museum of National History.  "
"2013-10-17T08:09:04-04:00","Desktop","4","review","0","Hovering Harvard","We visited Boston via a cruise ship in mid-September and decided to take time to visit Harvard by the taking the T (metro) there.  The trip on the T was entertaining and an interest grabber for first timers in Boston - very easy to access and find your way about - also a lot less costly than taking a cruise ship excursion.  We loved walking through the grounds and while we didn't have time to take a guided tour we picked up on enough of the history to appreciate the surroundings.  The historic buildings emit an atmosphere of devotion to education and learning amid abounding stories of notable Americans.  We saw evidence of the Kennedys attendance here and a bit of nostalgia surrounding the era of the Kennedy family.  A stroll through the town-like streets was picturesque and low-key but enjoyable.  We visited the student run book store and bought a Harvard baseball hat for a relative - great little store.  Harvard is not a show-stopper but it is worthy of a visit just to say you've been there."
"2013-10-16T18:40:06-04:00","Desktop","4","review","0","HAHVAHD","We went to get a T-shirt and it should have read, ""My dad went to Harvard and all he got me was this crappy T-shirt."" Yes, there are plenty of souvenir shops and tourists, but the tour provides an informative historical perspective. Easy access from Boston by cab or transit. Food and souvenirs are reasonably priced (you get a discount if you've taken the tour). Let's face it, most schools look like glorified prisons, but that doesn't mean you can't visit and have a good time."
"2013-10-16T08:59:38-04:00","Desktop","5","review","0","Harvard Business School, best there is","We were there for a 45th reunion , very well attended, great campus, great lectures, great people! One of the best Bussiness Schools of this planet. "
"2013-10-12T15:01:49-04:00","Desktop","4","review","0","Interesting with a great student-led tour","Took a $10 student-led tour of the Harvard yard and a couple of the neighbouring streets. Our (student) guide, Brie (""like the cheese"") was anything but shy and probably born to do these kinds of tours; for more than an hour, she - despite a sour throat - constantly talked, explained, shared anecdotes and entertained our group. She had no written script and certainly wouldn't have needed one. She encouraged us to ask questions and did - as far as I can tell - a great job of answering them. All in all, this added a lot to our experience of Harvard and its history.

The Harvard yard itself (open and free of charge to visit) is rather impressing, with old buildings where lots of old presidents and other famous business people and celebrities have waked the corridors. Having been to Cambridge (England) and stayed in a college dorm room there for a short while, I was maybe not as hugely impressed with the Harvard campus as I otherwise would have been, yet it is indeed a place where it's well worth spending a few hours."
"2013-10-12T04:59:50-04:00","Desktop","4","review","0","beautiful","The campus is very beautiful. A lot of visitors. Widener Library is a must to visit, and it will be funny if you did some homework on the stories (some are fake) of this library. Drawback is the library is not open to public.

The Harvard statue is a statue of three lies. The inscriptions in the statue are all ""fake"". Do check this before visiting!

There are some restaurant outside the campus on Mass Ave. Chinese, italian, so on. The Harvard Coop store might be interesting to people who would like to take something about Harvard back home. Although they items are mostly overpriced, with a Harvard logo.

Harvard Museum of Natural History is my favorite site in the campus. There is an admission fee around $12 ($10 for students). It will take a whole day to take a through tour of it."
"2013-10-10T11:40:17-04:00","Desktop","5","review","0","Incredible and Beautiful","We wandered around in awe as our daughter showed us her stomping grounds.  Simply said, this campus is astoundingly beautiful.  Leave yourself lots of time to explore the campus, it is huge.  And definitely take the student run tour.  They have a wealth of information at their fingertips.  Walk back in history as you learn how the school was started, and how Cambridge grew around this incredible institute of higher learning.  You won't be sorry you took the time to visit this incredible institution of higher learning.  If you have the opportunity, sit in on a class.  I feel like I learned more in one class at The Kennedy School than I did in four years of undergraduate work elsewhere."
"2013-10-09T15:03:48-04:00","Desktop","3","review","0","underwhelmed","Im not sure what I was expecting.  Its overrun with tourists, we made a comment about feeling bad for the students.  The campus is average and the surrounding town was common.  Im glad we went and getting there on the T was easy but all in all there isn't much too it.  I wouldn't see the need to go back the next time Im in Boston"
"2013-10-09T08:48:59-04:00","Desktop","5","review","0","Great student-led tour","If you're interested and have the time, I highly recommend taking the student-led tour of Harvard Square.  These students have memorized a ton of history about the college and devote some of their personal time to share it with you.  Also, be sure to take advantage of the walking time with the student if you have kids interested in attending - they can provide good insight into what it's really like...but don't forget to tip them if you enjoyed it - they are college students after all..."
"2013-10-08T12:12:13-04:00","Desktop","4","review","0","Slightly underwhelmed","I was very much looking forward to this visit having studied at Cambridge University, UK and spent a considerable amount of time at Oxford also I was expecting similar visual splendour. Although the buildings were very impressive I disappointingly I felt a little underwhelmed particularly the grounds appeared somewhat tired. Perhaps a reflection of a true working University maybe? Nevertheless, a pleasure to wander around one of the premier institutes of academia in the world."
"2013-10-08T10:37:06-04:00","Desktop","5","review","0","Great time","Had a great time touring the grounds. Be sure to cross the river and check out the business school and stadium. We were lucky enough to catch the rowing team as well. "
"2013-10-07T13:19:33-04:00","Desktop","5","review","0","A Must Do","If you are in the area, don't pass this up.  Wonderful history, beautiful buildings, enchanting students.  "
"2013-10-02T06:28:52-04:00","Desktop","4","review","0","A great experience","Waking in this Historic place makes you enjoy your own college experience once more.  You will wish you were young again and able to be a part of this experience"
"2013-10-01T01:07:59-04:00","Desktop","3","review","1","Over scripted with very little real life information - Student Harver tour","We did the student Havard tour while visiting Cambridge. It was $10 per person for a 1 hour guided tour through a small part of Harvard university as the university is very spread out.
Our guide was a student of Harvard. It was overall a disappointing tour. The guide stuck to her script (even closed her eyes when reciting it back to us) and the humour was really poor and much too scripted. The guide also was required to walk backwards which was very disconcerting and I felt that I had to watch out for her in case she would walk into something/someone.
We didn't actually get much of an insight into student harvard life nor were we told a lot about some of the more famous people who would have passed through the university.
I think the organisers of this tour should do a little bit of investigation into how other historical universities carry out their tours. My husband was on the Trinity College tour in Dublin a couple of weeks later and even though it was only 30 mins long he thought it was far superiour to the Harvard Tour and the guide was excellent."
"2013-09-24T19:12:29-04:00","Desktop","4","review","0","Wish I was studying here!","Walk around the campus, through the squares and between the beautiful buildings - just a shame you can't go inside!"
"2013-09-20T15:39:26-04:00","Desktop","5","review","0","Great Campus","If only all uni campuses were like this! Great place to visit and the guided tours are very good. Lovely setting in quaint Cambridge in autumn/fall."
"2013-09-19T03:31:07-04:00","Desktop","5","review","0","Must visit","Great university, great campus, great overall feel and the area that Harvard is at is worth spending a whole day. Go inside the chapel and make sure you speak to the university police they have the best tips about the place and nice secrets and stories to share. DO NOT touch the foot of Harvard, the statue....ask the police why"
"2013-09-12T14:42:21-04:00","Desktop","5","review","0","Simply the Best!","I had the best educational and social experience when I studied at Harvard. I was challenged and inspired whilst getting the best possible education and instruction. This is simply the best university in the world, and I am humbled to have studied there."
"2013-09-08T05:33:16-04:00","Desktop","3","review","0","Feel a Historic Academe","We were able to go around this famous institution, and it gives a nostalgic feeling.  Parking around the university was a nightmare, however.   We were able to find a paid public parking, but the spaces were so small, that I wished that my car had a door in the back, like a SUV, so I can crawl out.  I am a very slender person, and I cannot hardly come out of the driver's seat. Likewise, pedestrians do not follow traffic lights and just cross the streets without looking. "
"2013-09-04T18:24:04-04:00","Desktop","2","review","0","Mediocre Campus","I have been to many college campuses and this one did not impress me.  We walked through the main quad area which was okay but nothing better than any other major university.  The buildings were classic and interesting but again, nothing that stands out from other similar institutions I have visited.  Harvard Square was pretty exciting and made the bike ride out there worth it but not by a lot."
"2013-09-04T04:29:54-04:00","Desktop","5","review","0","Nice tour","We liked touring the #1 Award Winning University in the World.  It took us about an hour and 20 minutes to tour the buildings on the outside.  You are not really allowed to go inside any of the buildings.  "
"2013-09-03T19:35:17-04:00","Desktop","5","review","0","Tours","Make sure you take the student tour as it is one of the better ones.
The students tell you how it really is and give you incite you would not necessarily get. Walk the campus as it is drop dead gorgeous."
"2013-09-03T18:32:40-04:00","Desktop","5","review","0","Harvard Yard - great experience!","We took the Hahvahd tour during the day to explore the Harvard Yard and vicinity! Worth it every minute!
At night, we bought pizza at Otto's pizza and sat at the yard. The lawn chairs were inviting me and my family to enjoy a beautiful night under the starts and quietness of the yard. 
A magic moment as family where we felt isolated from the business of the streets outside of the yard and just relax!"
"2013-09-03T14:18:50-04:00","Desktop","5","review","0","Beautiful campus","A beautiful and lively campus. Be prepared to wait in line if you want to take a picture with Harvard's statue. Wish we had spent more time here to learn about the buildings - would definitely return to see more!"
"2013-09-03T13:59:06-04:00","Desktop","5","review","2","Beautiful Campus","An inviting studying environment with the most impressive bookstore that we have seen on campuses around the world."
"2013-09-03T11:47:04-04:00","Desktop","3","review","0","Not Special","There's nothing particularly remarkable about Harvard Yard compared to any other college campus. It has grass, buildings, and statues. There honestly isn't much else to say about it. The grounds seem to be well-maintained, and there were plenty of places to sit either by yourself or with a group and enjoy an ice cream or good book."
"2013-08-31T08:30:09-04:00","Desktop","5","review","1","So educational!","The student I had gave an excellent tour, I wish I could remember her name now... But she was very educated, explained a lot. I recommend doing the walking tour because you don't learn anything walking through the campus on your own."
