,Date Published,Overall Rating,Passenger Country,Trip_verified,Comment title,Comment,Aircraft,Type Of Traveller,Seat Type,Origin,Destination,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Value For Money,Recommended,Inflight Entertainment,Wifi & Connectivity
1326,2016-08-13,5,Canada,,"""a passing grade for short flights""","As part of our 3 week visit to the UK and Ireland, our group of 3 planned to fly to Dublin from London, and from Dublin to Glasgow. I knew Ryanair was a budget airline and to watch for the extras. I had no problem with the booking and even though we didn't pre-select our seats for a fee, when we checked in on-line, we were assigned seats together anyway, on both flights. Check-in at Dublin was chaotic. We had no way to print our boarding passes and they were not downloadable. Not knowing there was a place to print them at the airport, we were reprimanded by the attendant at the bag drop but she printed them for us anyway. The boarding on both flights was somewhat chaotic. Again, we didn't bother to pay for priority boarding (why bother); but one of the flights didn't even have a plane at the gate, and we were herded like sheep into waiting buses which drove out on the tarmac to a waiting plane. Both flights were boarded out on the tarmac, climbing stairs to the plane. The FA's were all friendly enough but the head FA's making the announcements were difficult to understand (they weren't Irish). The flight from London Gatwick was delayed but no fault of the airline; it was due to heavy air traffic (and they only have one runway for both incoming and outgoing flights). The landing at Glasgow was probably the hardest/worst I have ever felt. Overall I would give Ryanair a passing grade for short flights.",,Family Leisure,Economy Class,LGW,GLA via DUB,July 2016,3.0,4.0,2.0,3.0,4.0,yes,,
1327,2016-08-10,8,Ireland,Verified Review,"""efficient and enjoyable experience""","Ryanair provided one of the most efficient and enjoyable flying experiences I have had. I flew from Dublin to Malaga, and returned via Liverpool (Saved bout 90 Euro a head) The flight was the usual. This was the older cabin, not the new one. The seats were okay, leg room is what you would expect from a budget airline. The staff were friendly, and helpful - better than other budget airlines I have flown with. Checked luggage no bother, they even took one of our carry on for free at check in - happy days. The boarding was efficient, jammed up a bit once we were on the plane, but otherwise it was fine. They took another carry on bag from us at the gate. We pushed back on time, and were airborne shortly after. I indulged in some nuts and a coke. And had brought a bite with me from the airport, so that was my main meal. The selection on board is good but pricey. To my dismay, they no longer have the Trip magazines that they had had on my previous flights. The crew were very attentive. We arrived a few minutes ahead of schedule which was great. We disembarked and got our luggage no bother. I would put them way ahead of every other European budget carrier, and maybe even ahead of a few other mainline airlines. My return flight was a mirror of this, although a 4 hour lay over in Liverpool, same nuts and coke and the same window seat.",Boeing 737-800,Family Leisure,Economy Class,DUB,AGP,June 2016,3.0,5.0,3.0,4.0,5.0,yes,2.0,1.0
1328,2016-08-05,6,United Kingdom,Verified Review,"""had no complaints""","If you are looking for a budget airline with cheapest air tickets, this is the company. My flight was only one hour from Manchester to Paris, Beauvais and Using Ryanair for the first time, I had no complaints. But I would never use them for long haul flights as they don't have any inflight services and a very watery coffee is about £3 per cup.",,Family Leisure,Economy Class,MAN,BVA,July 2016,4.0,4.0,2.0,3.0,4.0,yes,2.0,
1329,2016-07-26,1,United States,Verified Review,"""will nickel and dime you""","Athens to Mykonos. I'm the not the type to write reviews good or bad, but after being conned into using Ryanair I had no choice. This airline will nickel and dime you to death. That is where they make their money. The fees they charge for checking in and overweight bags are astronomical (more than my flight cost). They only allow 15kg for bags. 18 euro charge per kg overweight! Check in fee of 55 euro.  Do not be fooled by the cheap""flight cost.",,Solo Leisure,Economy Class,ATH,JMK,July 2016,1.0,1.0,,1.0,1.0,no,1.0,
1330,2016-07-26,1,Singapore,Verified Review,"""one of the worst flight experience""","Barcelona to Rome. Take note of checking in online prior to your flight else you have to pay an arm an leg to get your boarding pass printed at the check in counter, which was expected of a normal airline check in. To make the situation worse, the 45 euro / pax penalty was not stated during the purchasing process or on our etickets. After queuing for almost an hour at the check in line of Ryanair,  we were slapped in the face by an impatient check in officer who just rolled her eyes and  said that 'sorry the online check in just ckosed 2mins ago'. And rudely shooed us to the other counter to make payment as she hurried to attend another customer. She said no payment, no boarding, and just shrugged her shoulders. To rub salt in the wound, We were told we could have checked in while waiting in the queue. How would we have known when there was no signage whatsoever while we were queuing. At the 'payment counter' there was another 20 mins queue with more than 30 other passengers paying their penalty. What a great way to easily earn a few thousand extra euro per flight.  Anyone who travels will agree that wifi can be inconsistent and even unavailable for a period in a foreign country. After boarding, flight was dirty with food bits and paper on the cabin floor. One of the worst flight experience in my 20 years of flying.",,Couple Leisure,Economy Class,BCN,FCO,July 2016,1.0,1.0,,1.0,1.0,no,,
1331,2016-07-21,8,United Kingdom,,"""I had a good flight""","Belfast to Gatwick. Another Ryanair flight and another review. Again, for under 20 USD I had a good flight. It was paced and cabin crew looked tired but still remained helpful. We were delayed for around 30 minutes but this didn't seem to impact many on this point-to-point trip.",,Business,Economy Class,BFS,LGW,July 2016,3.0,3.0,3.0,3.0,5.0,yes,,
1332,2016-07-20,1,United Kingdom,Verified Review,"""a total inconvenience""","The plane was very dirty with crumbs/wrapping on seat and floor. I'm sure this is due to the 2 hour delay for boarding and turn around time. Captain made PA-regulation/restrictions would not allow us to push back for 45 minutes (crew laughed at this PA). This seems like more than enough time to clean a plane. Female crew in the aft of the plane giggling through their safety demos, looking behind at the other female crew and making jokes. A lady pressed the call bell and I could see the crew ignoring it and eating crisps instead. What if it's a medical emergency? When she finally came to check she was still chewing. Crew were running through the cabin, with scratch cards laughing at 1am. No hot food, no tea available. The crew found this hilarious and kept laughing when people complained. It took 1 hour+ to get to row 25 with a drinks cart. The crew kept using the call bells during service even though people wanted to sleep. One female crew could not even form a sentence toward the end of the flight. During all her landing PAs she was laughing. She had to stop and start two safety PAs because she could not stop laughing. All the crew were having a fantastic evening. The customers however, after 3 hour delay and terrible customer service were not. Then as we left the plane the crew didn't even look up or smile. We were a total inconvenience.",,Couple Leisure,Economy Class,EDI,FAO,July 2016,1.0,1.0,1.0,1.0,1.0,no,1.0,1.0
1333,2016-07-15,8,United Kingdom,,"""service has improved too""","London Stansted - Bucharest return. Two of my most pleasant flights with Ryanair. It's amazing how much the airline's customer service has improved in recent years, particularly with their allocated seating, extra cabin baggage allowance, use of primary airports and excellent mobile app, features, all of which, have significantly enhanced the overall travel experience. In addition, it is pleasing to see that Ryanair have begun using satellite 2 in Stansted for some of their flights, which offers a far more relaxed boarding experience, along with much more space and seating compared to satellite 3 (which is the main gate area from which Ryanair flights operate). Ryanair should definitely consider making more use of this facility, as it is very underused and often empty for long periods of the day. (In fact, there were only 3 flights operating from there when we flew out). Onboard, I noticed that service has improved too, and there are no longer as many tedious announcements as before, particularly on evening flights. On both flights, cabin crew were very friendly and professional. Clearly, Ryanair have come a long way since their improvement plan started, and I wouldn't hesitate to fly with them again. The only thing they could improve on now is to make use of other gate areas that are not so cramped/small, especially in STN.",Boeing 738,Family Leisure,Economy Class,STN,OTP,July 2016,3.0,4.0,,3.0,5.0,yes,,
1334,2016-07-10,8,United Kingdom,,"""coffee and tea sold is diabolical""","Bournemouth to Malta with Ryanair. I have now flown several times with Ryanair, and I can say that my flights have been problem free, on time, and reasonably pleasant. The trolleys trundling up and down get tiresome, but you get what you pay for, that's our choice. The coffee / tea that is sold is diabolical. The coffee grinds come though the filter and stick in your teeth, and the milk is the now the obligatory insipid semi skimmed culminating in the most awful coffee i have ever tasted. The attendant changed it for tea - undrinkable - back to the attendant who was very apologetic and commented that WE should write and complain as he had had several complaints. No luck on the Ryanair website so here I am here to warn future passengers of £2.60 for a cup of dish water.",,Family Leisure,Economy Class,BOH,MLA,June 2016,4.0,4.0,1.0,4.0,5.0,yes,,
1335,2016-07-10,6,Netherlands,,"""just enough legroom""","Brussel to Berlin Schonefeld with Ryanair. This is one of the cheapest airlines I have ever seen. For a 1 hour flight it was so worth the money, didn't have to wait too long. Cabin crew seemed slightly annoyed, I am not sure why. Seat was fine, I am a tall person so legroom would mostly be a problem but I had just enough legroom, so that was great. Food and drinks were expensive, although the coffee is reasonable. There was no in flight entertainment and no WiFi, but I didn't need those things because it was a short flight.",Boeing 737-800,Solo Leisure,Economy Class,BRU,SXF,May 2016,3.0,2.0,1.0,3.0,5.0,yes,,
1336,2016-07-05,8,United Kingdom,,"""streets ahead of easyJet""","I frequently use Ryanair when travelling around Europe as they have the best route network and are by far the best value for money. My last flight from the UK to Germany only cost £20 return, an absolute bargain. The customer service too has seen a massive improvement over recent years with allocated seating, increased baggage allowance and a refreshed look with the new crew uniforms and cabin interiors. The cabin crew on my last flight were both friendly and welcoming and seemed to engage well with the passengers. The food and drinks on-board are pretty expensive as you'd imagine although on occasions have been cheaper than that offered in some of the airports I've been to, mainly in southern Europe it would seem. The only annoyance, especially when travelling without checked-in bags, is if the ground crew tag your cabin bag to go in the hold due space limitations, although on my last couple of flights the haven't done this and the crew were very accommodating in getting everyone's bags in the overhead lockers. Streets ahead of easyJet now as far as I'm concerned and overall a fantastic airline which I'm sure will continue to use regularly.",Boeing 737-800,Family Leisure,Economy Class,STN,CGN,May 2016,4.0,5.0,4.0,3.0,5.0,yes,,
1337,2016-07-04,1,United Kingdom,,"""flight has been cancelled""","Flew from Manchester to Barcelona. Due to travel back with Ryanair tomorrow morning but received a text at dinner stating flight has been cancelled. No flights available with them for the 3 consecutive days I've checked, I run my own business as does my partner. Now searching airlines to get home on Wednesday and not Tuesday. That's 2 days worth of clients let down.",,Couple Leisure,Economy Class,MAN,BCN,July 2016,1.0,1.0,1.0,1.0,1.0,no,,
1338,2016-07-04,9,United Kingdom,,"""cabin was clean and tidy""","I have heard many poor reports with regard to Ryanair. I am happy with my flight from Lisbon to Manchester we were delayed by 15 minutes due to airport congestion (not Ryanairs fault). Very impressed with seats and space and well done in not having the magazine pockets in the seat in front, I travel a lot and get fed up with with the pockets being used all the time and disturbing my travel, and pinging in my back. The cabin was clean and tidy, we did not have any food but had some Lavazza coffee which I have to say is the best I have tasted for a very long time. The coffee served on Jet2 and Thomson is undrinkable. Would travel with Ryanair again.",,Solo Leisure,Economy Class,LIS,MAN,June 2016,4.0,4.0,5.0,4.0,5.0,yes,,
1339,2016-07-04,1,United Kingdom,,"""above competitive rate for budget service""","Luton to Gran Canaria with Ryanair. This is the worst airline I have ever flown with. Changing flights online is near impossible and their customer service calls cut out half way through on 4 occasions. The staff are generally unhelpful and rude. The worst flying experience ever. Even if I could say I paid peanuts it would be some sort of justification - but we didnt, we paid a competitive price and all the added extras are charged for so it was above competitive rate for a less than budget service. Very, very poor - absolutely no value in this company.",,Solo Leisure,Premium Economy,LTN,LPA,July 2016,1.0,1.0,,1.0,2.0,no,1.0,
1340,2016-06-30,1,Ireland,,"""experience was pretty poor""","Dublin to London Gatwick with Ryanair for a connecting flight to Guernsey. The experience I had was pretty poor, When we finally managed to board the plane we were greeted by an overheated claustrophobic cabin. The plane left late, which seems to be the norm and we found the experience to be very stressful. This was bad enough but the return journey was worse - we boarded the plane about 5 minutes before the scheduled departure time and eventually departed over an hour late, no apology or explanation as to why. The consequence was that we were 2 hours late returning to Dublin and missed our pre-booked transport to Cork and had to wait an hour for another connection. I am annoyed about this mainly because as I have stated there was no apology or explanation as to the delay, needless to say I wont be using this airline again.",,Couple Leisure,Economy Class,DUB,LGW,June 2016,1.0,1.0,,1.0,1.0,no,,
1341,2016-06-29,7,United Kingdom,Verified Review,"""staff polite and friendly""","Flew Prestwick to Lanzarote return, 14th-25th June. We were delayed for 1 hour at Prestwick due to the French ATC strike, not Ryanair's fault, both our flights were fine, staff polite and friendly, I had our boarding passes on my phone, so no problem there, (I still can't believe some people still insist they didn't know they need to print their boarding pass, I wonder how some of them managed to book flights). Once again good flights at a great price, I will continue to use Ryanair.",,Couple Leisure,Economy Class,PIK,ACE,June 2016,3.0,4.0,3.0,3.0,5.0,yes,,
1342,2016-06-29,1,United States,,"""was a terrible experience""","I read some poor reviews of Ryanair before my trip, but I didn't pay much attention to them. I wish I would have. I will never fly Ryanair again. We had three flights - Dublin to Paris, Paris to Shannon and Shannon to Gatwick. Every flight was terrible. The staff were rude and  very unhelpful - especially the check in staff. The flights were all delayed, planes were dirty and seats uncomfortable - they were more concerned about selling raffle tickets than attending to passengers.  It didn't even end up being that much cheaper to fly Ryanair than our other options anyway because you have to pay for each seat and each bag that you check. It was a terrible experience that I will never repeat.",,Family Leisure,Economy Class,SNN,LGW,June 2016,1.0,1.0,1.0,1.0,1.0,no,,
1343,2016-06-27,1,United States,,"""did not care what would happen""","We flew from London to Copenhagen with Ryanair, flight could not depart on time from London because of different excuses Ryanair pilot kept announcing on the plane. First it was bad weather, ten minutes later another plane had an emergency landing and we could not leave yet. Next, we were waiting for airport clearance, so about one hour later we were finally in the air. While in the air I asked Ryanair personnel what can I do about my connection because we will arrive late. All they could do is tell me it is not their fault we will be late and they cannot call the other airline to announce that we are running late. They did not care what would happen to us. They also told me to go to their Ryanair office in the airport to sees if they can help. When we arrived at the airport we found out Ryanair does not have an office in the Copenhagen airport so we were left in the airport with no help. I will never recommend this airline to anyone.",n/a,Family Leisure,Economy Class,LTN,CPH,June 2016,1.0,1.0,,1.0,1.0,no,,
1344,2016-06-24,10,Australia,Verified Review,"""everything went smoothly""",First time flying with Ryanair from London Stansted to Lisbon and I was impressed. Everything went smoothly from booking to boarding. The flight was on time. The cabin crew were friendly and professional. The food was terrible and I will bring my own next time I fly with them. A good airline based on my experience.,,Solo Leisure,Economy Class,STN,LIS,June 2016,4.0,5.0,1.0,5.0,5.0,yes,,
1345,2016-06-23,5,United Kingdom,Verified Review,"""seats rather numbing after a couple of hours""","Opted for Ryanair to fly Liverpool to Malaga and back rather than preferred easyJet on grounds of timings and price. Booked the return flight separately as paying in euros saved money, even using my credit card. Had problems trying to check in online as our computer does not seem to like the new Ryanair website and in the end could only do so via the old so-called Legacy website, only to discover that airport security and boarding gates struggle to read the boarding codes. Outward flight was fine and everyone seemed to get their hand luggage on board despite the flight being full. The return journey was less satisfactory. It was delayed by an hour with no explanation or apology given. Boarding at Malaga was in 3 groups: priority first, then rows 22 - 33, then everyone else. We could see that it made sense to board the back rows first when using an airbridge, but some prior warning would have been helpful as the existence of the display notices indicates that it is Ryanair policy. Then as the rest of us were boarded, the boarding agents immediately began to tag our cabin baggage for free hold storage without any warning, which necessitated extracting items wanted on board as we waited beyond the gate. It seemed that there must have been a pre-determined number of passengers to be selected for hand luggage removal as those at the back of the queue were allowed to keep their bags. In fact, as there was a large school party on board with minimal hand luggage, there would have been plenty of room for everyone's bags. We couldn't help feeling unfairly treated as we were near the front in the original queue, but relegated towards the rear and then selected for baggage extraction as well. The flight itself was ok, though we do find Ryanair seats rather numbing after a couple of hours. Those who ordered food, however, were very discontented as it took so long to appear - some did not get theirs till the descent into Liverpool had already begun.",Boeing 737-800,Couple Leisure,Economy Class,LPL,AGP,June 2016,3.0,3.0,,4.0,4.0,yes,,
1346,2016-06-13,7,United Kingdom,,"""does what it says on the tin""","Bristol to Dublin with Ryanair. Overall a satisfactory performance. Flights both ways were on time and the sectors were short. Cabin crew very interested in selling you things and were rushed off their feet from take off to landing but were nevertheless professional and welcoming. The seats literally felt like cardboard and were squeezed in together, however from a cost saving point of view and fast turn around times I can understand this especially on a short sector. I would recommend Ryanair as an airline that does simply what it says on the tin no more and no less.",Boeing 737-800,Family Leisure,Economy Class,BRS,DUB,June 2016,2.0,3.0,,3.0,4.0,yes,,
1347,2016-06-06,8,United Kingdom,,"""excellent and professional""","Fantastic flight out to Alicante with Ryanair, I am nervous flyer and spoke to the pilot and crew before we left they were absolutely were excellent and professional. Smooth flight and crew kept us informed. Ran out of drink on the way there mind you but that's expected on a busy flight to Alicante. Flight back again was smooth and again fantastic crew especially one crew member who gave a speech at the start of the journey stating that they hardly had any alcohol left but to make up for it they would take is to the Bahamas instead of Prestwick all in good humour. Only downside was the head steward who could have done with smiling a bit more and putting more effort in with customers like his staff. Would definitely fly again.",,Couple Leisure,Economy Class,PIK,ALC,May 2016,4.0,4.0,3.0,4.0,4.0,yes,,
1348,2016-06-05,9,Ukraine,Verified Review,"""polite and professional""","I twice used Ryanair for flights between Madrid and Porto. All flights were on time, the planes were clean, no surprises with checked bags and cabin bags since I purchased their ""Business"" option. Lines at both airports were quite bearable - up to 8 minutes each time. Onboard service was polite and professional. I wouldn't call these flights ""pleasure"", but there was nothing irritating. If you carefully read all the rules, you have no trouble. Boarding in Madrid was via finger, boarding in Porto was typical low cost outdoor queuing and lining. In rainy weather it wouldn't work well. Overall ok.",Boeing 737-800,Solo Leisure,Economy Class,MAD,OPO,May 2016,4.0,5.0,,5.0,5.0,yes,,
1349,2016-06-02,7,Poland,,"""fast boarding, arrived ahead of time""","London Stansted to Wroclaw with Ryanair. On the plus side it was fast boarding, arrived half an hour ahead of time, nice staff, fully Polish crew. On the downside are the high prices for things to buy on board and little legroom.",Boeing 737-800,Solo Leisure,Economy Class,STN,WRO,November 2015,3.0,5.0,,3.0,5.0,yes,,
1350,2016-06-02,10,United Kingdom,Verified Review,"""cabin crew were enthusiastic""","Frequent flyer with Ryanair, and have never had a problem with them. Problem lays squarely with the handling at Manchester Airport as they are simply dreadful (Swissport). Flew Dublin to Manchester. Flew back on EI-EVO, which was clean and tidy with plenty of legroom (however not as much as the newer aircraft with Sky interior - flew out to Dublin on EI-FRR). Fantastic cabin crew who were enthusiastic about taking care of passengers and flight crew who gave us excellent updates on a 35 minute flight. Left Dublin 35 mins late due to slow turnaround at Manchester - however arrived 1 minute early. Will continue to only use Ryanair in the future (not flown with anyone else for nearly 5 years, I have no reason to change allegiances at all) and even get my flight-sceptic fiancée on board too! Keep up the good work.",Boeing 737-800,Solo Leisure,Economy Class,DUB,MAN,June 2016,5.0,5.0,5.0,3.0,5.0,yes,5.0,
1351,2016-06-02,9,United Kingdom,,"""another contented trip""",Another contented trip on Ryanair from London Stansted to Rome. Fantastic value for money but having a checked bag was just short of another fare of the same value. Good on board service both legs. Ryanair have definitely demonstrated in recent times that they can be top of the low fares market. A three hour delay on the homebound leg did not put us off although lack of information and continued departure time changes irritated many others. The crew worked hard on the full flight and meal deals are of reasonable value.,,Couple Leisure,Economy Class,STN,CIA,May 2016,3.0,4.0,4.0,3.0,5.0,yes,,
1352,2016-05-31,8,United Kingdom,Verified Review,"""massive improvement on previous trips""","I have avoided flying Ryanair for probably 10 years due to previous experiences. However, I found a very cheap one way flight from Faro to London Stansted and couldn't resist. I paid for one large bag while checking in. We planned to take a second bag as a carry on. Check in was very easy although there are still quite a few extra things they give you the option of purchasing at the last minute which can be annoying. Got to the bag drop at Faro and was very surprised to be asked if we wanted to check the second bag in free of charge. Apparently they do this if the flight is not full. We sat near the back of the plane and had the three seats to ourselves. I really like the seat allocation as this has completely eliminated the mad rush that I remember. We didn't have anything to eat or drink as it was a short flight but we did buy our coach tickets from the FA and saved a few pounds. All staff encountered throughout were very friendly and helpful. The whole experience was a massive improvement on previous trips. I was very reluctant to fly with Ryanair but after this trip I have completely changed my mind . I would definitely use them again but it would depend on the price. It is very basic but perfectly acceptable for a short flight.",Boeing 737-800,Couple Leisure,Economy Class,FAO,STN,May 2016,3.0,4.0,,4.0,5.0,yes,,
1353,2016-05-30,10,United Kingdom,,"""staff pleasant and polite""","Flew Ryanair from Palma to Liverpool. Staff pleasant and polite, new uniform looked good. Late departing on outbound journey due to FMC not starting as there was a power cut on the ground at LPL. Flight was good but arrived 1 hour late (departed 105 mins late), inbound flight 35 minutes late due to ATC restrictions, but we made up time and arrived on time. Need to remove yellow bulkheads from aircraft as they're annoying and were meant to be eliminated as part of the 'always getting better' scheme. Need to improve refreshment quality as filter coffee awful. Very cheap, £150 in total for 3 adults and one child (inbound and outbound).",Boeing 737-800 EI-ENX,Family Leisure,Economy Class,PMI,LPL,April 2016,4.0,5.0,3.0,5.0,5.0,yes,,
1354,2016-05-27,4,United Kingdom,Verified Review,"""just a money rip off""","The flight from Berlin to East Midland Airports was on time. This is the first time I have flown with Ryanair and I paid for business plus which was a total waste of money. I was expecting what they advertised, priority boarding, no hassle on checking-in lugagge and security. In fact, I was had to queue up like usual to check in luggage, I did jump to their so called ""BusinessPlus"" counter to ask where to check in, staff asked me to stay back and wait, and nothing happened. When I was about to go into the priority boarding area, staff stopped me and asked me loudly: ""you have priority?"" When the bus came and we are about to board priority staff again stopped me and asked me again, ""are you in priority?"" I did have priority boarding but not on the plane, but only on the bus that transported us to board the plane. So when boarding the plane, we still boarded as usual in a long queue. The seat onboard is normal and I was sitting in the front row near an aisle, which was really annoying as the corridor was so small and people kept going to the toilet located just in front of my seat, and therefore, I could not enjoy the ""long leg room"" as the space is just too small. Overall, Ryanair is economical to fly with but remember, don't waste money on upgrading especially Business Plus which is a totally waste of money. From my experience, you don't get priority on luggage checking in, security, boarding and thus, it is just a money rip off.",,Business,Premium Economy,SXF,EMA,May 2016,2.0,2.0,,1.0,2.0,no,1.0,
1355,2016-05-27,7,United Kingdom,,"""I will use them again""","East Midlands to Limoges with Ryanair. I was expecting a poor service, and this was seemingly confirmed by the slow and tedious check-in. However, everything from then onwards was very good. My mother had assisted passage which was very useful due to the long trek at East Midlands airport to the Ryanair terminal and the airline staff were all helpful and professional. The aircraft looked to be nearly new and it was on time. Food was quite acceptable and certainly no worse than available on other budget airlines. Because Ryanair is the only airline offering a reasonable price (not cheap at around £90 each) to the location I want to travel to, I will use them again. Overall a pleasant surprise being better than expected. 7 out of 10.",Boeing 737 800,Couple Leisure,Economy Class,EMA,LIG,June 2015,3.0,4.0,3.0,4.0,4.0,yes,,
1356,2016-05-24,7,United Kingdom,,"""did what it said on the tin""","Flew with Ryanair for first time with friends from East Midlands to Murcia - they booked flight and paid the extra for extra legroom seats, baggage, golf clubs and priority boarding. Flight on time but the very hardest landing ever in 40 years of flying. Very hard uncomfortable seat cushions but worth the extra for the legroom - more than 2 hours in one of the normal seats would be horrible to anyone over 5'7"" or so. Baggage off promptly. Return flight 20th May uneventful. Took off on time and landed at EMA on time only for Ryanair to spoil it by not ensuring busses were ready to transport us the 25 yards of so to the Terminal. Their stated 25 minute turnaround time was ruined for the next flight. Ryanair did what it said on the tin - if you follow the rules and watch weight allowances, hand baggage size etc you'll be fine. We will be trying Ryanair again with some American friends in September - let's see what they think. Finally, could really do without the hard sell of lottery tickets, and a Duty Free (In Europe?) run. And as for the stupid fanfare.",Boeing 737-800,Couple Leisure,Economy Class,EMA,MJV,February 2016,2.0,3.0,,2.0,3.0,no,,
1357,2016-05-23,3,United Kingdom,Verified Review,"""unhappy with customer service ""","Malaga to Manchester on Ryanair. Unhappy with the customer service and attitude of the staff. When my flight was cancelled I was surprised with the lack of empathy and assistance that Ryanair staff offered. They did organise an alternative flight, however ignored my friend and I on numerous occasions, sent us running around the airport looking for our luggage without direction, shouted at other flyers whilst they were attempting to organise their return, did not offer food and drinks vouchers and were just unhelpful. Our luggage was left abandoned in Arrivals with no supervision whilst other desks were manned. It was a very scary experience for me never having a flight cancelled before. On my rescheduled flight boarding was delayed by 40 minutes as the check in staff did not offer hand luggage to be stored in the hold and the flight staff again looked very unhappy in their job resulting in a very depressing flight home. I expect better and would reconsider flying with them again.",,Solo Leisure,Economy Class,AGP,MAN,May 2016,2.0,2.0,,1.0,2.0,no,,
1358,2016-05-23,10,United Kingdom,,"""will fly Ryanair again""","Leeds to Fuerteventura return in May, excellent both ways and good service. Nice cabin crew, landed early on both flights and for the price I paid an absolute bargain. I will fly Ryanair again. The way they get aircraft turned round is a bonus for passengers.",Boeing 737 / 800,Solo Leisure,Economy Class,LBA,FUE,May 2016,4.0,5.0,5.0,5.0,5.0,yes,,
1359,2016-05-19,5,United Kingdom,,"""lot of ground to make up""","Manchester to Bratislava. Ryanair have much improved since I last flew with them around 5 years ago. Cabin crew both ways were friendly and their new uniforms look the part. The two bag policy is good and it sets them apart from other carriers and I'm glad they no longer micro examine the size of every carry on bag in the hope of eliciting some more money for a minor infringement - but truth be told, they've a lot of ground to make up on other low cost carriers who started to improve their customer experience long before Ryanair did. The seats are uncomfortable and cramped. No seat pocket annoys me and puts me off buying anything (still way overpriced). As does the broken tray table with a 45 degree slant meaning anything placed on it rolls into your lap. The fan fare on arrival irritates and is frankly crass. The seat rest and overhead bin adverts make remind me of a bus. The toilet is cramped.  The occupier of the aisle seat next to me had a bag that didn't fit under the seat in front of him resulting my having to clamber over it to get out mid flight. That'd be fun in an emergency. I know they are upgrading their fleet with new seats and interiors and I realise they make a lot of short journeys so wear and tear is inevitable, but Easyjet manage to provide more comfortable and clean aircraft with a better environment so why can't Ryanair? Particularly as their prices are no longer quite as competitive as they were. I'll use them again where I have to but given a choice of paying 1/3 more and travelling with someone else, I will.",Boeing 737-800,Couple Leisure,Economy Class,MAN,BTS,May 2016,2.0,4.0,3.0,2.0,3.0,no,,
1360,2016-05-11,9,United Kingdom,,"""more than satisfied""","Short european hop from Madrid to London Stansted with Ryanair. Check in on-line and no baggage. Slight 20 minute boarding delay and first 90 or so bags allowed free onboard. Quick departure and a very slow cabin service. Not sure why the crew took so long this time but they looked very smart, good presentation and interested in the service and customers. Had a 10 euro meal deal which was not bad value for money. Arrived a few minutes late and quick exit. Fantastic value for money at 55 euro single. Overall and once again, I am more than satisfied by Ryanair.",Boeing 737-800,Solo Leisure,Economy Class,MAD,STN,May 2016,4.0,3.0,4.0,4.0,5.0,yes,,
1361,2016-05-05,7,United Kingdom,Verified Review,"""friendly cabin crew""","Never been a huge fan of Ryanair from past experiences but I acknowledge they provide an A-B service at a generally good price and that is why they are so popular. I wasn't expecting much from this recent trip I made from Stansted to Gothenburg but I came away feeling I'd do it all again if this is what I can get for my money. On time flights, clean airplane, friendly cabin crew and excellent choice of on board products. Yes, they are a hard seller and the rules are what they are, but we should all know that by now, and for the price you pay nothing comes close. If you want a weekend away in Europe at a low price why would you look elsewhere?",Boeing 737-800,Solo Leisure,Economy Class,STN,GOT,May 2016,3.0,4.0,4.0,4.0,5.0,yes,,
1362,2016-05-03,10,Croatia,Verified Review,"""couldn't ask for more""","I flew with Ryanar on Friday (29/4/16) and Monday (2/5/16) from Brussels to Pula and it was great experience. Crew were fantastic. I don't know what other people are complaining about, for such a low price, I couldn't ask for more. A passenger in front of me almost fainted and the crew helped her in the best possible way. Seats aren't the best, the plane doesn't look the best, but for the price I paid, it was worth it. I'll continue to fly with Ryanair as I had no complaints.",,Solo Leisure,Economy Class,CRL,PUY,May 2016,2.0,5.0,,3.0,5.0,yes,,
1363,2016-04-26,9,Ireland,,"""crew were very good""","Dublin to Malaga return. Outbound on new aircraft with new interiors, and found seats comfortable with thankfully still no recline, leg room decent for flight duration. Malaga based crew were very good and friendly. Return trip on older aircraft, again a very good Malaga based crew who looked after all passengers very well. All flights on time and great price. Delighted to see end of former let's make travelling as much hassle as possible business ethos.",Boeing 737-800,Family Leisure,Economy Class,DUB,AGP,April 2016,3.0,4.0,,4.0,4.0,yes,,
1364,2016-04-24,9,United Kingdom,,"""crew were very friendly""","Flew London Gatwick to Belfast International. The flight was on time and as I had business plus I was able to pass straight through priority security which was a breeze. We were on a new plane with the Boeing sky interior, which is so much better than the older interiors. The legroom was good I thought for a short haul (I'm 6 foot 4 and could move my legs). Crew were very friendly and professional throughout the flight. We were on time as always with Ryanair, and for £20 return I can't complain.",Boeing 737-800,Solo Leisure,Economy Class,LGW,BFS,April 2016,5.0,5.0,4.0,5.0,5.0,yes,2.0,
1365,2016-04-19,8,France,,"""helpful, efficient and friendly""","Good to see the customer service improvement continues. Ryanair flights from Girona to Stansted on time and arrived early in both cases. Crew on both flights helpful, efficient and friendly. The petty rules and surly attitude seem to be things of the past. I never thought I'd see myself saying this but not only is flying Ryanair cheap, but actually becoming quite pleasant, as opposed to an ordeal. Long may it continue.",Boeing 737-800,Solo Leisure,Economy Class,GRO,STN,April 2016,3.0,4.0,,4.0,5.0,yes,,
